discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,year
Judo,athens-2004,73  81kg halfmiddleweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/roman-gontiuk,Roman GONTIUK,Ukraine,UA,UKR,2004
Judo,athens-2004,73  81kg halfmiddleweight men,Men,BRONZE,Athlete,unknown,no url,Dmitry Nosov,Russian Federation,RU,RUS,2004
Judo,athens-2004,73  81kg halfmiddleweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/flavio-canto,Flavio CANTO,Brazil,BR,BRA,2004
Judo,athens-2004,57  63kg halfmiddleweight women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ayumi-tanimoto,Ayumi TANIMOTO,Japan,JP,JPN,2004
Judo,athens-2004,57  63kg halfmiddleweight women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/claudia-heill,Claudia HEILL,Austria,AT,AUT,2004
Judo,athens-2004,57  63kg halfmiddleweight women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/urska-zolnir,Urska ZOLNIR,Slovenia,SI,SLO,2004
Judo,athens-2004,57  63kg halfmiddleweight women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/driulys-gonzalez,Driulys GONZALEZ,Cuba,CU,CUB,2004
Judo,athens-2004,81  90kg middleweight men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/zurab-zviadauri,Zurab ZVIADAURI,Georgia,GE,GEO,2004
Judo,athens-2004,81  90kg middleweight men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/hiroshi-izumi,Hiroshi IZUMI,Japan,JP,JPN,2004
Judo,athens-2004,81  90kg middleweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/khasanbi-taov,Khasanbi TAOV,Russian Federation,RU,RUS,2004
Judo,athens-2004,81  90kg middleweight men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/mark-huizinga,Mark HUIZINGA,Netherlands,NL,NED,2004
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/christian-gille,Christian GILLE,Germany,DE,GER,2004
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/tomasz-wylenzek,Tomasz WYLENZEK,Germany,DE,GER,2004
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/alexander-kostoglod,Alexander KOSTOGLOD,Russian Federation,RU,RUS,2004
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,SILVER,GameTeam,Russian Federation team,no url,Aleksandr Kovalyov,Russian Federation,RU,RUS,2004
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/gyorgy-kozmann,Gyorgy KOZMANN,Hungary,HU,HUN,2004
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/gyorgy-kolonics,Gyorgy KOLONICS,Hungary,HU,HUN,2004
Canoe Sprint,athens-2004,K2 500m kayak double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/ronald-rauhe,Ronald RAUHE,Germany,DE,GER,2004
Canoe Sprint,athens-2004,K2 500m kayak double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/tim-wieskotter,Tim WIESKOTTER,Germany,DE,GER,2004
Canoe Sprint,athens-2004,K2 500m kayak double men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/clint-robinson,Clint ROBINSON,Australia,AU,AUS,2004
Canoe Sprint,athens-2004,K2 500m kayak double men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/nathan-baggaley,Nathan BAGGALEY,Australia,AU,AUS,2004
Canoe Sprint,athens-2004,K2 500m kayak double men,Men,BRONZE,GameTeam,Belarus team,no url,Roman Petrushenko,Belarus,BY,BLR,2004
Canoe Sprint,athens-2004,K2 500m kayak double men,Men,BRONZE,GameTeam,Belarus team,no url,Vadim Makhnyov,Belarus,BY,BLR,2004
Canoe Sprint,athens-2004,K1 500m kayak single women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/natasa-douchev-janic,Natasa DOUCHEV-JANIC,Hungary,HU,HUN,2004
Canoe Sprint,athens-2004,K1 500m kayak single women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/josefa-idem,Josefa IDEM,Italy,IT,ITA,2004
Canoe Sprint,athens-2004,K1 500m kayak single women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/caroline-brunet,Caroline BRUNET,Canada,CA,CAN,2004
Canoe Sprint,athens-2004,C-1 500m (canoe single) men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/andreas-dittmer,Andreas DITTMER,Germany,DE,GER,2004
Canoe Sprint,athens-2004,C-1 500m (canoe single) men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/david-cal-figueroa,David CAL FIGUEROA,Spain,ES,ESP,2004
Canoe Sprint,athens-2004,C-1 500m (canoe single) men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/maksim-opalev,Maksim OPALEV,Russian Federation,RU,RUS,2004
Canoe Sprint,athens-2004,K2 500m kayak double women,Women,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/katalin-kovacs,Katalin KOVACS,Hungary,HU,HUN,2004
Canoe Sprint,athens-2004,K2 500m kayak double women,Women,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/natasa-douchev-janic,Natasa DOUCHEV-JANIC,Hungary,HU,HUN,2004
Canoe Sprint,athens-2004,K2 500m kayak double women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/birgit-fischer,Birgit FISCHER,Germany,DE,GER,2004
Canoe Sprint,athens-2004,K2 500m kayak double women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/carolin-leonhardt,Carolin LEONHARDT,Germany,DE,GER,2004
Canoe Sprint,athens-2004,K2 500m kayak double women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/aneta-konieczna,Aneta KONIECZNA,Poland,PL,POL,2004
Canoe Sprint,athens-2004,K2 500m kayak double women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/beata-sokolowska-kulesza,Beata SOKOLOWSKA KULESZA,Poland,PL,POL,2004
Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,GOLD,GameTeam,Sweden team,https://olympics.com/en/athletes/markus-oscarsson,Markus OSCARSSON,Sweden,SE,SWE,2004
Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,GOLD,GameTeam,Sweden team,https://olympics.com/en/athletes/henrik-nilsson-1,Henrik NILSSON,Sweden,SE,SWE,2004
Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA,2004
Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/beniamino-bonomi,Beniamino BONOMI,Italy,IT,ITA,2004
Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/eirik-veras-larsen,Eirik Veras LARSEN,Norway,NO,NOR,2004
Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/nils-olav-fjeldheim,Nils Olav FJELDHEIM,Norway,NO,NOR,2004
Canoe Sprint,athens-2004,K1 1000m kayak single men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/eirik-veras-larsen,Eirik Veras LARSEN,Norway,NO,NOR,2004
Canoe Sprint,athens-2004,K1 1000m kayak single men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/ben-fouhy,Ben FOUHY,New Zealand,NZ,NZL,2004
Canoe Sprint,athens-2004,K1 1000m kayak single men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/adam-van-koeverden,Adam VAN KOEVERDEN,Canada,CA,CAN,2004
Canoe Sprint,athens-2004,C-1 1000m (canoe single) men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/david-cal-figueroa,David CAL FIGUEROA,Spain,ES,ESP,2004
Canoe Sprint,athens-2004,C-1 1000m (canoe single) men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/andreas-dittmer,Andreas DITTMER,Germany,DE,GER,2004
Canoe Sprint,athens-2004,C-1 1000m (canoe single) men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/attila-sandor-vajda,Attila Sandor VAJDA,Hungary,HU,HUN,2004
Canoe Sprint,athens-2004,K1 500m kayak single men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/adam-van-koeverden,Adam VAN KOEVERDEN,Canada,CA,CAN,2004
Canoe Sprint,athens-2004,K1 500m kayak single men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/nathan-baggaley,Nathan BAGGALEY,Australia,AU,AUS,2004
Canoe Sprint,athens-2004,K1 500m kayak single men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/ian-wynne,Ian WYNNE,Great Britain,GB,GBR,2004
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/guanliang-meng,Guanliang MENG,People's Republic of China,CN,CHN,2004
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/wenjun-yang,Wenjun YANG,People's Republic of China,CN,CHN,2004
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,SILVER,GameTeam,Cuba team,https://olympics.com/en/athletes/ibrahim-rojas-blanco,Ibrahim ROJAS BLANCO,Cuba,CU,CUB,2004
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,SILVER,GameTeam,Cuba team,https://olympics.com/en/athletes/ledys-frank-balceiro,Ledys Frank BALCEIRO,Cuba,CU,CUB,2004
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,BRONZE,GameTeam,Russian Federation team,https://olympics.com/en/athletes/alexander-kostoglod,Alexander KOSTOGLOD,Russian Federation,RU,RUS,2004
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,BRONZE,GameTeam,Russian Federation team,no url,Aleksandr Kovalyov,Russian Federation,RU,RUS,2004
Triathlon,athens-2004,Individual men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/hamish-carter,Hamish CARTER,New Zealand,NZ,NZL,2004
Triathlon,athens-2004,Individual men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/bevan-docherty,Bevan DOCHERTY,New Zealand,NZ,NZL,2004
Triathlon,athens-2004,Individual men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/sven-riederer,Sven RIEDERER,Switzerland,CH,SUI,2004
Triathlon,athens-2004,Individual women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/kate-allen,Kate ALLEN,Austria,AT,AUT,2004
Triathlon,athens-2004,Individual women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/loretta-harrop,Loretta HARROP,Australia,AU,AUS,2004
Triathlon,athens-2004,Individual women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/susan-williams,Susan WILLIAMS,United States of America,US,USA,2004
Synchronized Swimming,athens-2004,duet women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/anastasia-davydova,Anastasia DAVYDOVA,Russian Federation,RU,RUS,2004
Synchronized Swimming,athens-2004,duet women,Women,GOLD,GameTeam,Russian Federation team,no url,Anastasiya Yermakova,Russian Federation,RU,RUS,2004
Synchronized Swimming,athens-2004,duet women,Women,SILVER,GameTeam,Japan team,https://olympics.com/en/athletes/miya-tachibana,Miya TACHIBANA,Japan,JP,JPN,2004
Synchronized Swimming,athens-2004,duet women,Women,SILVER,GameTeam,Japan team,https://olympics.com/en/athletes/miho-takeda,Miho TAKEDA,Japan,JP,JPN,2004
Synchronized Swimming,athens-2004,duet women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/alison-bartosik,Alison BARTOSIK,United States of America,US,USA,2004
Synchronized Swimming,athens-2004,duet women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/anna-kozlova,Anna KOZLOVA,United States of America,US,USA,2004
Ski Jumping,salt-lake-city-2002,Large Hill Individual men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/simon-ammann,Simon AMMANN,Switzerland,CH,SUI,2002
Ski Jumping,salt-lake-city-2002,Large Hill Individual men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/adam-malysz,Adam MALYSZ,Poland,PL,POL,2002
Ski Jumping,salt-lake-city-2002,Large Hill Individual men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/matti-hautamaeki,Matti HAUTAMAEKI,Finland,FI,FIN,2002
Ski Jumping,salt-lake-city-2002,Normal Hill Individual men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/simon-ammann,Simon AMMANN,Switzerland,CH,SUI,2002
Ski Jumping,salt-lake-city-2002,Normal Hill Individual men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/sven-hannawald,Sven HANNAWALD,Germany,DE,GER,2002
Ski Jumping,salt-lake-city-2002,Normal Hill Individual men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/adam-malysz,Adam MALYSZ,Poland,PL,POL,2002
Freestyle Skiing,salt-lake-city-2002,Aerials women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/alisa-camplin,Alisa CAMPLIN,Australia,AU,AUS,2002
Freestyle Skiing,salt-lake-city-2002,Aerials women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/veronica-brenner,Veronica BRENNER,Canada,CA,CAN,2002
Freestyle Skiing,salt-lake-city-2002,Aerials women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/deidra-dionne,Deidra DIONNE,Canada,CA,CAN,2002
Freestyle Skiing,salt-lake-city-2002,Moguls women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/kari-traa,Kari TRAA,Norway,NO,NOR,2002
Freestyle Skiing,salt-lake-city-2002,Moguls women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/shannon-bahrke,Shannon BAHRKE,United States of America,US,USA,2002
Freestyle Skiing,salt-lake-city-2002,Moguls women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/tae-satoya,Tae SATOYA,Japan,JP,JPN,2002
Freestyle Skiing,salt-lake-city-2002,Moguls men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/janne-lahtela,Janne LAHTELA,Finland,FI,FIN,2002
Freestyle Skiing,salt-lake-city-2002,Moguls men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/travis-mayer,Travis MAYER,United States of America,US,USA,2002
Freestyle Skiing,salt-lake-city-2002,Moguls men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/richard-gay,Richard GAY,France,FR,FRA,2002
Freestyle Skiing,salt-lake-city-2002,Aerials men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ales-valenta,Ales VALENTA,Czech Republic,CZ,CZE,2002
Freestyle Skiing,salt-lake-city-2002,Aerials men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/joe-pack,Joe PACK,United States of America,US,USA,2002
Freestyle Skiing,salt-lake-city-2002,Aerials men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/alexei-grishin,Alexei GRISHIN,Belarus,BY,BLR,2002
Biathlon,salt-lake-city-2002,15km women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/andrea-henkel,Andrea HENKEL,Germany,DE,GER,2002
Biathlon,salt-lake-city-2002,15km women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/liv-grete-poiree,Liv Grete POIREE,Norway,NO,NOR,2002
Biathlon,salt-lake-city-2002,15km women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/magdalena-forsberg-1,Magdalena FORSBERG,Sweden,SE,SWE,2002
Biathlon,salt-lake-city-2002,10km men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ole-einar-bjorndalen,Ole Einar BJØRNDALEN,Norway,NO,NOR,2002
Biathlon,salt-lake-city-2002,10km men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/sven-fischer,Sven FISCHER,Germany,DE,GER,2002
Biathlon,salt-lake-city-2002,10km men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/wolfgang-perner,Wolfgang PERNER,Austria,AT,AUT,2002
Biathlon,salt-lake-city-2002,10km pursuit women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/olga-pyleva,Olga PYLEVA,Russian Federation,RU,RUS,2002
Biathlon,salt-lake-city-2002,10km pursuit women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/kati-wilhelm,Kati WILHELM,Germany,DE,GER,2002
Biathlon,salt-lake-city-2002,10km pursuit women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/irina-nikoultchina,Irina NIKOULTCHINA,Bulgaria,BG,BUL,2002
Biathlon,salt-lake-city-2002,125km pursuit men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ole-einar-bjorndalen,Ole Einar BJØRNDALEN,Norway,NO,NOR,2002
Biathlon,salt-lake-city-2002,125km pursuit men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/raphael-poiree,Raphael POIREE,France,FR,FRA,2002
Biathlon,salt-lake-city-2002,125km pursuit men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/ricco-gross,Ricco GROSS,Germany,DE,GER,2002
Biathlon,salt-lake-city-2002,75km women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/kati-wilhelm,Kati WILHELM,Germany,DE,GER,2002
Biathlon,salt-lake-city-2002,75km women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/uschi-disl,Uschi DISL,Germany,DE,GER,2002
Biathlon,salt-lake-city-2002,75km women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/magdalena-forsberg-1,Magdalena FORSBERG,Sweden,SE,SWE,2002
Biathlon,salt-lake-city-2002,20km men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/ole-einar-bjorndalen,Ole Einar BJØRNDALEN,Norway,NO,NOR,2002
Biathlon,salt-lake-city-2002,20km men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/frank-luck,Frank LUCK,Germany,DE,GER,2002
Biathlon,salt-lake-city-2002,20km men,Men,BRONZE,Athlete,unknown,no url,Viktor Maygurov,Russian Federation,RU,RUS,2002
Luge,salt-lake-city-2002,Singles men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/armin-zoeggeler,Armin ZOEGGELER,Italy,IT,ITA,2002
Luge,salt-lake-city-2002,Singles men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/georg-hackl,Georg HACKL,Germany,DE,GER,2002
Luge,salt-lake-city-2002,Singles men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/markus-prock,Markus PROCK,Austria,AT,AUT,2002
Luge,salt-lake-city-2002,Doubles mixed,Open,GOLD,GameTeam,Germany team #2,https://olympics.com/en/athletes/alexander-resch,Alexander RESCH,Germany,DE,GER,2002
Luge,salt-lake-city-2002,Doubles mixed,Open,GOLD,GameTeam,Germany team #2,https://olympics.com/en/athletes/patric-leitner,Patric LEITNER,Germany,DE,GER,2002
Luge,salt-lake-city-2002,Doubles mixed,Open,SILVER,GameTeam,United States team #2,https://olympics.com/en/athletes/brian-martin,Brian MARTIN,United States of America,US,USA,2002
Luge,salt-lake-city-2002,Doubles mixed,Open,SILVER,GameTeam,United States team #2,https://olympics.com/en/athletes/mark-grimmette,Mark GRIMMETTE,United States of America,US,USA,2002
Luge,salt-lake-city-2002,Doubles mixed,Open,BRONZE,GameTeam,United States team #1,https://olympics.com/en/athletes/chris-thorpe,Chris THORPE,United States of America,US,USA,2002
Luge,salt-lake-city-2002,Doubles mixed,Open,BRONZE,GameTeam,United States team #1,https://olympics.com/en/athletes/clay-ives,Clay IVES,United States of America,US,USA,2002
Luge,salt-lake-city-2002,Singles women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/sylke-otto,Sylke OTTO,Germany,DE,GER,2002
Luge,salt-lake-city-2002,Singles women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/barbara-niedernhuber,Barbara NIEDERNHUBER,Germany,DE,GER,2002
Luge,salt-lake-city-2002,Singles women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/silke-kraushaar,Silke KRAUSHAAR,Germany,DE,GER,2002
Figure skating,salt-lake-city-2002,Individual men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/alexei-yagudin,Alexei YAGUDIN,Russian Federation,RU,RUS,2002
Figure skating,salt-lake-city-2002,Individual men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/evgeny-plyushchenko,Evgeni Viktorovich PLUSHENKO,Russian Federation,RU,RUS,2002
Figure skating,salt-lake-city-2002,Individual men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/timothy-goebel,Timothy GOEBEL,United States of America,US,USA,2002
Figure skating,salt-lake-city-2002,Individual women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/sarah-hughes,Sarah HUGHES,United States of America,US,USA,2002
Figure skating,salt-lake-city-2002,Individual women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/irina-slutskaya,Irina SLUTSKAYA,Russian Federation,RU,RUS,2002
Figure skating,salt-lake-city-2002,Individual women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/michelle-kwan,Michelle KWAN,United States of America,US,USA,2002
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,GOLD,GameTeam,France team #1,https://olympics.com/en/athletes/marina-anissina,Marina ANISSINA,France,FR,FRA,2002
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,GOLD,GameTeam,France team #1,https://olympics.com/en/athletes/gwendal-peizerat,Gwendal PEIZERAT,France,FR,FRA,2002
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,SILVER,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/irina-lobacheva,Irina LOBACHEVA,Russian Federation,RU,RUS,2002
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,SILVER,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/ilia-averbukh,Ilia AVERBUKH,Russian Federation,RU,RUS,2002
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,BRONZE,GameTeam,Italy team #1,https://olympics.com/en/athletes/barbara-fusar-poli,Barbara FUSAR POLI,Italy,IT,ITA,2002
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,BRONZE,GameTeam,Italy team #1,https://olympics.com/en/athletes/maurizio-margaglio,Maurizio MARGAGLIO,Italy,IT,ITA,2002
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/elena-berezhnaya,Elena BEREZHNAYA,Russian Federation,RU,RUS,2002
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Russian Federation team #1,https://olympics.com/en/athletes/anton-sikharulidze,Anton SIKHARULIDZE,Russian Federation,RU,RUS,2002
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Canada team #1,https://olympics.com/en/athletes/jamie-sale,Jamie SALE,Canada,CA,CAN,2002
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,Canada team #1,https://olympics.com/en/athletes/david-pelletier,David PELLETIER,Canada,CA,CAN,2002
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/xue-shen,Xue SHEN,People's Republic of China,CN,CHN,2002
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/hongbo-zhao,Hongbo ZHAO,People's Republic of China,CN,CHN,2002
Alpine Skiing,salt-lake-city-2002,super-G men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/kjetil-andre-aamodt,Kjetil Andre AAMODT,Norway,NO,NOR,2002
Alpine Skiing,salt-lake-city-2002,super-G men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/stephan-eberharter,Stephan EBERHARTER,Austria,AT,AUT,2002
Alpine Skiing,salt-lake-city-2002,super-G men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/andreas-schifferer,Andreas SCHIFFERER,Austria,AT,AUT,2002
Alpine Skiing,salt-lake-city-2002,super-G women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/daniela-ceccarelli,Daniela CECCARELLI,Italy,IT,ITA,2002
Alpine Skiing,salt-lake-city-2002,super-G women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/janica-kostelic,Janica KOSTELIC,Croatia,HR,CRO,2002
Alpine Skiing,salt-lake-city-2002,super-G women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/karen-putzer,Karen PUTZER,Italy,IT,ITA,2002
Alpine Skiing,salt-lake-city-2002,downhill men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/fritz-strobl,Fritz STROBL,Austria,AT,AUT,2002
Alpine Skiing,salt-lake-city-2002,downhill men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/lasse-kjus,Lasse KJUS,Norway,NO,NOR,2002
Alpine Skiing,salt-lake-city-2002,downhill men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/stephan-eberharter,Stephan EBERHARTER,Austria,AT,AUT,2002
Alpine Skiing,salt-lake-city-2002,giant slalom men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/stephan-eberharter,Stephan EBERHARTER,Austria,AT,AUT,2002
Alpine Skiing,salt-lake-city-2002,giant slalom men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/bode-miller,Bode MILLER,United States of America,US,USA,2002
Alpine Skiing,salt-lake-city-2002,giant slalom men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/lasse-kjus,Lasse KJUS,Norway,NO,NOR,2002
Alpine Skiing,salt-lake-city-2002,slalom women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/janica-kostelic,Janica KOSTELIC,Croatia,HR,CRO,2002
Alpine Skiing,salt-lake-city-2002,slalom women,Women,SILVER,Athlete,unknown,https://olympics.com/en/athletes/laure-pequegnot,Laure PEQUEGNOT,France,FR,FRA,2002
Alpine Skiing,salt-lake-city-2002,slalom women,Women,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/anja-paerson,Anja PAERSON,Sweden,SE,SWE,2002
Alpine Skiing,salt-lake-city-2002,slalom men,Men,GOLD,Athlete,unknown,https://olympics.com/en/athletes/jean-pierre-vidal,Jean-Pierre VIDAL,France,FR,FRA,2002
Alpine Skiing,salt-lake-city-2002,slalom men,Men,SILVER,Athlete,unknown,https://olympics.com/en/athletes/sebastien-amiez,Sebastien AMIEZ,France,FR,FRA,2002
Alpine Skiing,salt-lake-city-2002,slalom men,Men,BRONZE,Athlete,unknown,https://olympics.com/en/athletes/benjamin-raich,Benjamin RAICH,Austria,AT,AUT,2002
Alpine Skiing,salt-lake-city-2002,downhill women,Women,GOLD,Athlete,unknown,https://olympics.com/en/athletes/carole-montillet-carles,Carole MONTILLET-CARLES,France,FR,FRA,2002
